,COT_COORD_X,COT_COORD_Y,COT_CONTS_NAME,DIST,COT_NATION_POINT_NUMBER,COT_NATION_BASE_AREA,COT_TEL_NO,COT_CONTS_STAT,COT_VALUE_01,COT_DONG_NAME,COT_REG_DATE,COT_EXTRA_NAME,COT_COORD_DATA,COT_MBR_MIN_X,THM_THEME_NAME,COT_MBR_MIN_Y,COT_CONTS_ID,COT_CONTS_LAN_TYPE,COT_SAN_NAME,THM_THEME_TYPE,COT_LINE_COLOR,THM_COORD_TYPE,COT_UPDATE_DATE,COT_MBR_MAX_X,COT_THEME_ID,COT_MBR_MAX_Y,COT_EXTRA_DATA_01,COT_IMG_MAIN_URL,COT_GU_NAME,COT_LINE_WEIGHT,COT_THEME_SUB_ID,COT_SLAVE_NO,RNUM,COT_ADDR_FULL_NEW,COT_KW,COT_COORD_TYPE,COT_ADDR_FULL_OLD,COT_MASTER_NO
62,126.981360000,37.573340000,로코랩,1135.245898,다사54205278,03144,02-3210-3258,1,,,2023-01-13 17:02:22,,[],,&#91;착한소비&#93;제로웨이스트상점,,zerowaste_2023_025,KOR,,2,#0000FF,1,2023-01-13 17:02:22,,11103395,,,,종로구,4,1,,76,서울특별시 종로구 율곡로4길 51,,1,서울특별시 종로구 수송동 46-13,
63,127.021961002,37.521774252,르라보 가로수길점,6348.054004,다사57754704,06028,02-541-7945,1,아니요,,2023-01-13 17:02:22,,[],,&#91;착한소비&#93;제로웨이스트상점,,zerowaste_0037,KOR,,2,#0000FF,1,2023-01-13 17:02:22,,11103395,,,,강남구,4,3,,77,서울특별시 강남구 압구정로10길 28,#환경,1,서울특별시 강남구 신사동 524-31,
64,127.026193905,37.639570226,리트리트 커피 로스터즈,9132.550414,다사58196011,01074,0507-1362-7847,1,아니요,,2023-01-13 17:02:20,,[],,&#91;착한소비&#93;제로웨이스트상점,,zerowaste_0030,KOR,,2,#0000FF,1,2023-01-13 17:02:20,,11103395,,,,강북구,4,1,,80,서울특별시 강북구 한천로139길 11,#환경,1,서울특별시 강북구 수유동 191-57,
65,127.078900615,37.618552543,마을과마디_새록,11755.189017,다사62835776,01803,02-977-1318,1,아니요,,2023-01-13 17:02:21,,[],,&#91;착한소비&#93;제로웨이스트상점,,zerowaste_0064,KOR,,2,#0000FF,1,2023-01-13 17:02:21,,11103395,,,,노원구,4,1,,82,서울특별시 노원구 화랑로 464,#환경,1,서울특별시 노원구 공릉동 657-7,
66,126.901731111,37.566087680,마포구청,7298.961366,다사47165202,03937,02-3153-8114,1,,,2023-01-13 17:02:20,,[],,&#91;착한소비&#93;제로웨이스트상점,,zerowaste_2023_071,KOR,,2,#0000FF,1,2023-01-13 17:02:20,,11103395,,,,마포구,4,1,,83,서울특별시 마포구 월드컵로 212,,1,서울특별시 마포구 성산동 370,
67,126.901731111,37.566087680,마포구청 카페_티타임,7298.961366,다사47165202,03937,070-4237-6538,1,,,2023-01-13 17:02:22,,[],,&#91;착한소비&#93;제로웨이스트상점,,zerowaste_2023_072,KOR,,2,#0000FF,1,2023-01-13 17:02:22,,11103395,,,,마포구,4,1,,84,서울특별시 마포구 월드컵로 212,,1,서울특별시 마포구 성산동 370,
68,126.870680000,37.546590000,매듭달,10548.684195,다사44404988,07948,010-9310-1507,1,,,2023-01-13 17:02:22,,[],,&#91;착한소비&#93;제로웨이스트상점,,zerowaste_2023_090,KOR,,2,#0000FF,1,2023-01-13 17:02:22,,11103395,,,,양천구,4,1,,85,서울특별시 양천구 목동중앙북로 68,,1,서울특별시 양천구 목동 966,
69,126.894140000,37.578060000,모카리아,8174.714750,다사46505335,03927,02-372-9990,1,,,2023-01-13 17:02:20,,[],,&#91;착한소비&#93;제로웨이스트상점,,zerowaste_2023_092,KOR,,2,#0000FF,1,2023-01-13 17:02:20,,11103395,,,,마포구,4,1,,86,서울특별시 마포구 월드컵북로44길 76-12,,1,서울특별시 마포구 상암동 11-7,
70,126.814703900,37.578569600,목카페,16063.958710,다사39485346,07512,02-2661-8265,1,,,2023-01-13 17:02:20,,[],,&#91;착한소비&#93;제로웨이스트상점,,zerowaste_2023_087,KOR,,2,#0000FF,1,2023-01-13 17:02:20,,11103395,,,,강서구,4,1,,88,서울특별시 강서구 금낭화로24길 29-5,,1,서울특별시 강서구 방화동 345-9,
71,126.832720000,37.560630000,몽슈크레,14201.862915,다사41065146,07802,-,1,,,2023-01-13 17:02:19,,[],,&#91;착한소비&#93;제로웨이스트상점,,zerowaste_2023_055,KOR,,2,#0000FF,1,2023-01-13 17:02:19,,11103395,,,,강서구,4,1,,89,서울특별시 강서구 마곡중앙6로 45,,1,서울특별시 강서구 마곡동 772-5,
72,126.931186954,37.642407860,물푸레지구살림,8953.905694,다사49816047,03303,02-356-9410,1,,,2023-01-13 17:02:20,,[],,&#91;착한소비&#93;제로웨이스트상점,,zerowaste_202202,KOR,,2,#0000FF,1,2023-01-13 17:02:20,,11103395,,,,은평구,4,4,,90,서울특별시 은평구 진관4로 48-51,,1,서울특별시 은평구 진관동 10,
73,127.024094963,37.639702739,민박컾,9026.944508,다사58016013,01072,070-7779-5219,1,아니요,,2023-01-13 17:02:20,,[],,&#91;착한소비&#93;제로웨이스트상점,,zerowaste_0026,KOR,,2,#0000FF,1,2023-01-13 17:02:20,,11103395,,,,강북구,4,1,,91,서울특별시 강북구 노해로14길 24,#환경,1,서울특별시 강북구 수유동 222-55,
74,126.898769580,37.521084917,밋자인,8728.843438,다사46874703,07266,070-7722-9808,1,아니요,,2023-01-13 17:02:21,,"[126.89876958, 37.521084917]",,&#91;착한소비&#93;제로웨이스트상점,,zerowaste_0019,KOR,,2,#0000FF,1,2023-03-09 14:40:16,,11103395,,,,영등포구,4,4,,92,서울특별시 영등포구 영등포로 155,#환경,1,서울특별시 영등포구 당산동1가 53-2,
75,126.858604242,37.521299158,바느질하는 바리스타,12374.675250,다사43324708,08086,,1,서울시제로마켓|,,2023-01-13 17:02:20,,"[126.858604242, 37.521299158]",,&#91;착한소비&#93;제로웨이스트상점,,zerowaste_2022008,KOR,,2,#0000FF,1,2023-03-09 14:37:03,,11103395,,,,양천구,4,3,,93,서울특별시 양천구 은행정로5길 12,#환경,1,서울특별시 양천구 신정동 1026-16,
76,127.082034035,37.601451021,보탬상점,11363.553407,다사63105586,02089,010-2175-2026,1,아니요,,2023-01-13 17:02:22,,[],,&#91;착한소비&#93;제로웨이스트상점,,zerowaste_0055,KOR,,2,#0000FF,1,2023-01-13 17:02:22,,11103395,,,,중랑구,4,3,,94,서울특별시 중랑구 봉화산로22길 2,#환경,1,서울특별시 중랑구 중화동 455,
77,126.928474712,37.575221967,보틀라운지,4752.792312,다사49535302,03695,02-3144-0703,1,아니요,,2023-01-13 17:02:21,,[],,&#91;착한소비&#93;제로웨이스트상점,,zerowaste_0013,KOR,,2,#0000FF,1,2023-01-13 17:02:21,,11103395,,,,서대문구,4,1,,95,서울특별시 서대문구 홍연길 26,#환경,1,서울특별시 서대문구 연희동 708,
78,126.986905195,37.579942453,북촌감성,1996.222517,다사54695351,03057,010-2781-1217,1,서울시제로마켓|,,2023-01-13 17:02:20,,"[126.986905195, 37.579942453]",,&#91;착한소비&#93;제로웨이스트상점,,zerowaste_0072,KOR,,2,#0000FF,1,2023-03-08 17:44:03,,11103395,,,,종로구,4,3,,97,서울특별시 종로구 계동길 60,"#공간,#환경",1,서울특별시 종로구 계동 120-1,
79,126.909700000,37.582580000,브로큰템퍼,6755.749348,다사47885385,03678,0507-1419-3250,1,,,2023-01-13 17:02:20,,[],,&#91;착한소비&#93;제로웨이스트상점,,zerowaste_2023_097,KOR,,2,#0000FF,1,2023-01-13 17:02:20,,11103395,,,,서대문구,4,1,,98,서울특별시 서대문구 불광천길 170,,1,서울특별시 서대문구 북가좌동 344-9,
80,126.934123320,37.608785420,비건카페 달냥,6031.900146,다사50055674,03371,010-5069-0919,1,아니요,,2023-01-13 17:02:20,,"[126.93412331973359, 37.60878542034869]",,&#91;착한소비&#93;제로웨이스트상점,,zerowaste_0060,KOR,,2,#0000FF,1,2023-04-07 13:39:03,,11103395,,,,은평구,4,2,,99,서울특별시 은평구 통일로 684,#환경,1,서울특별시 은평구 녹번동 5,
81,126.892370000,37.579130000,비안빈,8367.679502,다사46345347,03926,070-7551-5840,1,,,2023-01-13 17:02:20,,[],,&#91;착한소비&#93;제로웨이스트상점,,zerowaste_2023_093,KOR,,2,#0000FF,1,2023-01-13 17:02:20,,11103395,,,,마포구,4,1,,100,서울특별시 마포구 상암산로 76,,1,서울특별시 마포구 상암동 1607,
82,126.964732086,37.503075282,비유비웰,6188.199119,다사52684500,06981,02-595-6868,1,,,2023-01-13 17:02:21,,"[126.964732086, 37.503075282]",,&#91;착한소비&#93;제로웨이스트상점,,11103395_1651059305090,KOR,,2,#0000FF,1,2023-03-09 15:26:24,,11103395,,,,동작구,4,3,,101,서울특별시 동작구 흑석한강로 27,#환경,1,서울특별시 동작구 흑석동 336,
83,127.126216023,37.504458784,빛과소금,16285.472569,다사66964508,05658,,1,서울시제로마켓|,,2023-01-13 17:02:20,,"[127.126216023, 37.504458784]",,&#91;착한소비&#93;제로웨이스트상점,,zerowaste_2022038,KOR,,2,#0000FF,1,2023-03-09 15:54:44,,11103395,,,,송파구,4,3,,102,서울특별시 송파구 오금로35길 17,#환경,1,서울특별시 송파구 오금동 44,
84,126.813430000,37.553500000,빵아커피 김포공항점,16161.628236,다사39355068,07505,02-2665-0805,1,,,2023-01-13 17:02:20,,[],,&#91;착한소비&#93;제로웨이스트상점,,zerowaste_2023_019,KOR,,2,#0000FF,1,2023-01-13 17:02:20,,11103395,,,,강서구,4,1,,104,서울특별시 강서구 하늘길 233,,1,서울특별시 강서구 공항동 1373-5,
85,126.943070000,37.551470000,서강대학교,3407.232051,다사50805038,04107,02-705-8114,1,,,2023-01-13 17:02:22,,[],,&#91;착한소비&#93;제로웨이스트상점,,zerowaste_2023_050,KOR,,2,#0000FF,1,2023-01-13 17:02:22,,11103395,,,,마포구,4,1,,105,서울특별시 마포구 백범로 35,,1,서울특별시 마포구 신수동 1-1,
86,126.936770000,37.579120000,서대문구청,4077.261980,다사50265345,03718,02-330-1301,1,,,2023-01-13 17:02:21,,[],,&#91;착한소비&#93;제로웨이스트상점,,zerowaste_2023_064,KOR,,2,#0000FF,1,2023-01-13 17:02:21,,11103395,,,,서대문구,4,1,,106,서울특별시 서대문구 연희로 248,,1,서울특별시 서대문구 연희동 168-6,
87,126.936770000,37.579120000,서대문구청내 카페_하이천사,4077.261980,다사50265345,03718,02-3144-3231,1,,,2023-01-13 17:02:21,,[],,&#91;착한소비&#93;제로웨이스트상점,,zerowaste_2023_065,KOR,,2,#0000FF,1,2023-01-13 17:02:21,,11103395,,,,서대문구,4,1,,107,서울특별시 서대문구 연희로 248,,1,서울특별시 서대문구 연희동 168-6,
88,126.975610000,37.564580000,서소문청사 1동,101.100198,다사53685182,04515,-,1,,,2023-01-13 17:02:22,,[],,&#91;착한소비&#93;제로웨이스트상점,,zerowaste_2023_043,KOR,,2,#0000FF,1,2023-01-13 17:02:22,,11103395,,,,중구,4,1,,108,서울특별시 중구 덕수궁길 15,,1,서울특별시 중구 서소문동 37,
89,126.974294379,37.564627092,서소문청사 후생동 (네스카페),62.298793,다사53575182,04515,02-120,1,,,2023-01-13 17:02:21,,"[126.97429437946299, 37.56462709182623]",,&#91;착한소비&#93;제로웨이스트상점,,zerowaste_2023_060,KOR,,2,#0000FF,1,2023-04-07 13:31:43,,11103395,,,,중구,4,1,,109,서울특별시 중구 덕수궁길 15,,1,서울특별시 중구 서소문동 37,
90,126.974741882,37.564593041,서울시의회 의원회관,44.551459,다사53615182,04515,,1,,,2023-01-13 17:02:20,,"[126.97474188219174, 37.56459304110246]",,&#91;착한소비&#93;제로웨이스트상점,,zerowaste_2023_048,KOR,,2,#0000FF,1,2023-04-07 13:31:57,,11103395,,,,중구,4,1,,110,서울특별시 중구 덕수궁길 15,,1,서울특별시 중구 서소문동 37,
91,126.978401701,37.566677752,서울시청 본청,448.655352,다사53935205,04524,02-120,1,,,2023-01-13 17:02:22,,"[126.978401700752, 37.56667775240128]",,&#91;착한소비&#93;제로웨이스트상점,,zerowaste_2023_014,KOR,,2,#0000FF,1,2023-04-07 13:33:19,,11103395,,,,중구,4,1,,111,서울특별시 중구 세종대로 110,,1,서울특별시 중구 태평로1가 31,
92,127.032680000,37.483640000,서초구청,9921.754041,다사58684281,06750,02-2155-6114,1,,,2023-01-13 17:02:21,,[],,&#91;착한소비&#93;제로웨이스트상점,,zerowaste_2023_068,KOR,,2,#0000FF,1,2023-01-13 17:02:21,,11103395,,,,서초구,4,1,,112,서울특별시 서초구 남부순환로 2584,,1,서울특별시 서초구 서초동 1376-3,
93,126.947048658,37.595980469,셉틱탱크,4216.039590,다사51185531,03619,0507-1343-4174,1,서울시제로마켓,,2023-01-13 17:02:22,,[],,&#91;착한소비&#93;제로웨이스트상점,,zerowaste_2022049,KOR,,2,#0000FF,1,2023-01-13 17:02:22,,11103395,,,,서대문구,4,3,,114,서울특별시 서대문구 간호대로3길 24-8,#환경,1,서울특별시 서대문구 홍제동 287-216,
94,126.846410000,37.531780000,소나카페테라,13230.592627,다사42254825,07774,02-2065-1810,1,,,2023-01-13 17:02:21,,[],,&#91;착한소비&#93;제로웨이스트상점,,zerowaste_2023_089,KOR,,2,#0000FF,1,2023-01-13 17:02:21,,11103395,,,,강서구,4,1,,115,서울특별시 강서구 강서로 45,,1,서울특별시 강서구 화곡동 343-51,
95,127.125450166,37.533453073,송포어스,15384.869646,다사66904830,05387,070-8095-3534,1,서울시제로마켓|,,2023-01-13 17:02:20,,"[127.125450166, 37.533453073]",,&#91;착한소비&#93;제로웨이스트상점,,zerowaste_0034,KOR,,2,#0000FF,1,2023-03-09 16:17:12,,11103395,,,,강동구,4,3,,116,서울특별시 강동구 풍성로35길 34,#환경,1,서울특별시 강동구 성내동 288-4,
96,126.846389188,37.521502351,숨공춤공,13520.800035,다사42244711,08062,070-7576-4977,1,서울시제로마켓|,,2023-01-13 17:02:21,,"[126.846389188, 37.521502351]",,&#91;착한소비&#93;제로웨이스트상점,,zerowaste_0023,KOR,,2,#0000FF,1,2023-03-09 14:35:49,,11103395,,,,양천구,4,3,,118,서울특별시 양천구 신월로 220,#환경,1,서울특별시 양천구 신월동 607-1,
97,126.987500000,37.557860000,숭의여대 본관_교내카페,1426.646855,다사54735106,04628,-,1,,,2023-01-13 17:02:20,,[],,&#91;착한소비&#93;제로웨이스트상점,,zerowaste_2023_026,KOR,,2,#0000FF,1,2023-01-13 17:02:20,,11103395,,,,중구,4,1,,119,서울특별시 중구 소파로2길 10,,1,서울특별시 중구 예장동 8-3,
98,126.987500000,37.557860000,숭의여대 음악당_드림스퀘어(카페),1426.646855,다사54735106,04628,-,1,,,2023-01-13 17:02:21,,[],,&#91;착한소비&#93;제로웨이스트상점,,zerowaste_2023_027,KOR,,2,#0000FF,1,2023-01-13 17:02:21,,11103395,,,,중구,4,1,,120,서울특별시 중구 소파로2길 10,,1,서울특별시 중구 예장동 8-3,
99,126.978760000,37.567860000,스타벅스 무교동점,550.348299,다사53965218,04520,1522-3234,1,,,2023-01-13 17:02:19,,[],,&#91;착한소비&#93;제로웨이스트상점,,zerowaste_2023_004,KOR,,2,#0000FF,1,2023-01-13 17:02:19,,11103395,,,,중구,4,1,,121,서울특별시 중구 무교로 21,#환경,1,서울특별시 중구 무교동 45,
100,126.978937700,37.567269500,스타벅스 무교로점,526.609756,다사53985211,04520,1522-3234,1,,,2023-01-13 17:02:20,,[],,&#91;착한소비&#93;제로웨이스트상점,,zerowaste_2023_005,KOR,,2,#0000FF,1,2023-01-13 17:02:20,,11103395,,,,중구,4,1,,123,서울특별시 중구 무교로 15,,1,서울특별시 중구 무교동 32-2,
101,126.982930000,37.560210000,스타벅스 별다방점,912.901008,다사54335133,04631,1522-3242,1,,,2023-01-13 17:02:20,,[],,&#91;착한소비&#93;제로웨이스트상점,,zerowaste_2023_013,KOR,,2,#0000FF,1,2023-01-13 17:02:20,,11103395,,,,중구,4,1,,125,서울특별시 중구 퇴계로 100,,1,서울특별시 중구 회현동2가 88,
102,126.974680000,37.562910000,스타벅스 서소문로점,124.009072,다사53605163,04514,1522-3232,1,,,2023-01-13 17:02:22,,[],,&#91;착한소비&#93;제로웨이스트상점,,zerowaste_2023_012,KOR,,2,#0000FF,1,2023-01-13 17:02:22,,11103395,,,,중구,4,1,,126,서울특별시 중구 서소문로 120,#환경,1,서울특별시 중구 서소문동 136,
103,126.979970000,37.566310000,스타벅스 시청 플러스점,570.010746,다사54075201,04523,1522-3243,1,서울형다회용컵(리유저블컵),,2023-01-13 17:02:21,,[],,&#91;착한소비&#93;제로웨이스트상점,,zerowaste_0084,KOR,,2,#0000FF,1,2023-01-13 17:02:21,,11103395,,,,중구,4,1,,128,서울특별시 중구 을지로 19,#환경,1,서울특별시 중구 을지로1가 50,
104,126.979970000,37.566310000,스타벅스 시청점,570.010746,다사54075201,04523,1522-3236,1,서울형다회용컵(리유저블컵),,2023-01-13 17:02:22,,[],,&#91;착한소비&#93;제로웨이스트상점,,zerowaste_2023_006,KOR,,2,#0000FF,1,2023-01-13 17:02:22,,11103395,,,,중구,4,1,,129,서울특별시 중구 을지로 19,#환경,1,서울특별시 중구 을지로1가 50,
105,126.983230000,37.567210000,스타벅스 을지로경기빌딩점,906.696338,다사54365210,04540,1522-3238,1,,,2023-01-13 17:02:20,,[],,&#91;착한소비&#93;제로웨이스트상점,,zerowaste_2023_008,KOR,,2,#0000FF,1,2023-01-13 17:02:20,,11103395,,,,중구,4,1,,132,서울특별시 중구 남대문로10길 9,#환경,1,서울특별시 중구 삼각동 115,
106,126.982260000,37.566990000,스타벅스 을지로국제빌딩점,808.052133,다사54275208,04522,1522-3237,1,,,2023-01-13 17:02:19,,[],,&#91;착한소비&#93;제로웨이스트상점,,zerowaste_2023_007,KOR,,2,#0000FF,1,2023-01-13 17:02:19,,11103395,,,,중구,4,1,,134,서울특별시 중구 남대문로 109,,1,서울특별시 중구 다동 111,
107,126.983700000,37.566500000,스타벅스 을지로내외빌딩R점,930.658503,다사54405202,04539,1522-3239,1,,,2023-01-13 17:02:21,,[],,&#91;착한소비&#93;제로웨이스트상점,,zerowaste_2023_009,KOR,,2,#0000FF,1,2023-01-13 17:02:21,,11103395,,,,중구,4,1,,135,서울특별시 중구 을지로 51,,1,서울특별시 중구 을지로2가 6,
108,126.984920000,37.566950000,스타벅스 을지로삼화타워점,1060.144448,다사54515207,04539,1522-3240,1,,,2023-01-13 17:02:20,,[],,&#91;착한소비&#93;제로웨이스트상점,,zerowaste_2023_010,KOR,,2,#0000FF,1,2023-01-13 17:02:20,,11103395,,,,중구,4,1,,138,서울특별시 중구 을지로5길 16,,1,서울특별시 중구 을지로2가 204,
109,126.977890000,37.567420000,스타벅스 한국프레스센터점,457.175295,다사53895213,04520,1522-3232,1,,,2023-01-13 17:02:21,,[],,&#91;착한소비&#93;제로웨이스트상점,,zerowaste_2023_003,KOR,,2,#0000FF,1,2023-01-13 17:02:21,,11103395,,,,중구,4,1,,139,서울특별시 중구 세종대로 124,,1,서울특별시 중구 태평로1가 25,
110,126.972190000,37.562890000,스타벅스서소문배재점,280.403727,다사53385163,04516,1522-3241,1,,,2023-01-13 17:02:22,,[],,&#91;착한소비&#93;제로웨이스트상점,,zerowaste_2023_011,KOR,,2,#0000FF,1,2023-01-13 17:02:22,,11103395,,,,중구,4,1,,141,서울특별시 중구 서소문로 99,,1,서울특별시 중구 서소문동 57-9,
111,127.060480222,37.654440117,스토어36.5노원점_새록,12454.480937,다사61236175,01689,02-3391-3650,1,서울시제로마켓|,,2023-01-13 17:02:21,,"[127.060480222, 37.654440117]",,&#91;착한소비&#93;제로웨이스트상점,,zerowaste_0067,KOR,,2,#0000FF,1,2023-03-08 17:52:38,,11103395,,,,노원구,4,5,,142,서울특별시 노원구 동일로 1411-2,#환경,1,서울특별시 노원구 상계동 729,
112,127.019285386,37.520642755,아로마티카 제로스테이션,6229.914037,다사57524692,06027,02-1600-3689,1,아니요,,2023-01-13 17:02:22,,[],,&#91;착한소비&#93;제로웨이스트상점,,zerowaste_0036,KOR,,2,#0000FF,1,2023-01-13 17:02:22,,11103395,,,,강남구,4,3,,146,서울특별시 강남구 도산대로1길 62,#환경,1,서울특별시 강남구 신사동 506,
113,127.004427164,37.591139741,아토모스,4015.529474,다사56245475,02835,02-6012-2102,1,서울시제로마켓,,2023-01-13 17:02:22,,[],,&#91;착한소비&#93;제로웨이스트상점,,zerowaste_2022052,KOR,,2,#0000FF,1,2023-01-13 17:02:22,,11103395,,,,성북구,4,3,,148,서울특별시 성북구 성북로8길 11,#환경,1,서울특별시 성북구 성북동 177-17,
114,126.911712879,37.553654753,알맹상점,6385.058947,다사48035064,04023,0507-1393-8913,1,서울시제로마켓|,,2023-01-13 17:02:20,,"[126.911712879, 37.553654753]",,&#91;착한소비&#93;제로웨이스트상점,,zerowaste_0002,KOR,,2,#0000FF,1,2023-03-09 16:25:13,,11103395,,,,마포구,4,3,,149,서울특별시 마포구 월드컵로 49,#환경,1,서울특별시 마포구 합정동 427-5,
115,126.971400314,37.554498838,알맹상점 리스테이션,1019.803333,다사53315070,04509,070-7777-1925,1,서울시제로마켓,,2023-01-13 17:02:21,,[],,&#91;착한소비&#93;제로웨이스트상점,,zerowaste_0054,KOR,,2,#0000FF,1,2023-01-13 17:02:21,,11103395,,,,중구,4,3,,150,서울특별시 중구 한강대로 405,#환경,1,서울특별시 중구 봉래동2가 122-11,
116,127.033360000,37.503470000,애니원FNC _사내카페,8440.168615,다사58754501,06126,02-470-2801,1,,,2023-01-13 17:02:21,,[],,&#91;착한소비&#93;제로웨이스트상점,,zerowaste_2023_032,KOR,,2,#0000FF,1,2023-01-13 17:02:21,,11103395,,,,강남구,4,1,,152,서울특별시 강남구 논현로99길 24,,1,서울특별시 강남구 역삼동 626-31,
117,127.034468000,37.518402000,애니원FNC 서울세관,7527.078472,다사58864666,06050,-,1,,,2023-01-13 17:02:22,,[],,&#91;착한소비&#93;제로웨이스트상점,,zerowaste_2023_059,KOR,,2,#0000FF,1,2023-01-13 17:02:22,,11103395,,,,강남구,4,1,,153,서울특별시 강남구 언주로 721,,1,서울특별시 강남구 논현동 71,
118,126.866550000,37.517060000,양천구청,11795.257151,다사44024660,08095,02-2620-3114,1,,,2023-01-13 17:02:22,,[],,&#91;착한소비&#93;제로웨이스트상점,,zerowaste_2023_074,KOR,,2,#0000FF,1,2023-01-13 17:02:22,,11103395,,,,양천구,4,1,,154,서울특별시 양천구 목동동로 105,,1,서울특별시 양천구 신정동 321-4,
119,126.866550000,37.517060000,양천구청 카페_도담,11795.257151,다사44024660,08095,-,1,,,2023-01-13 17:02:21,,[],,&#91;착한소비&#93;제로웨이스트상점,,zerowaste_2023_075,KOR,,2,#0000FF,1,2023-01-13 17:02:21,,11103395,,,,양천구,4,1,,155,서울특별시 양천구 목동동로 105,,1,서울특별시 양천구 신정동 321-4,
120,126.984424960,37.479404989,어몽트리 그림공간,8530.175268,다사54414236,06691,02-582-0553,1,서울시제로마켓|,,2023-01-13 17:02:21,,"[126.98443, 37.479404]",,&#91;착한소비&#93;제로웨이스트상점,,zerowaste_0045,KOR,,2,#0000FF,1,2023-03-10 13:53:16,,11103395,,,,서초구,4,5,,157,서울특별시 서초구 방배천로6길 33-1,#환경,1,서울특별시 서초구 방배동 465-6,
121,126.891012373,37.542084599,어짜다에코,8654.284478,다사46204936,07202,0507-1353-1547,1,서울시제로마켓|,,2023-01-13 17:02:20,,"[126.891012373, 37.542084599]",,&#91;착한소비&#93;제로웨이스트상점,,zerowaste_2022011,KOR,,2,#0000FF,1,2023-03-09 14:39:19,,11103395,,,,영등포구,4,3,,158,서울특별시 영등포구 양평로28마길 7,#환경,1,서울특별시 영등포구 양평동6가 13-1,
122,126.923217774,37.564139729,얼스어스,5147.722702,다사49065179,03983,010-7105-9413,1,아니요,,2023-01-13 17:02:20,,[],,&#91;착한소비&#93;제로웨이스트상점,,zerowaste_0042,KOR,,2,#0000FF,1,2023-01-13 17:02:20,,11103395,,,,마포구,4,1,,159,서울특별시 마포구 성미산로 150,#환경,1,서울특별시 마포구 연남동 239-49,
123,126.971258879,37.585316815,얼스어스 서촌점,2144.390321,다사53315412,03047,010-6686-8413,1,아니요,,2023-01-13 17:02:21,,[],,&#91;착한소비&#93;제로웨이스트상점,,zerowaste_0051,KOR,,2,#0000FF,1,2023-01-13 17:02:21,,11103395,,,,종로구,4,1,,160,서울특별시 종로구 자하문로28가길 1,#환경,1,서울특별시 종로구 청운동 94-1,
124,126.927301228,37.527097227,에코스토어(ecostore) 더현대서울,6015.877003,다사49394768,07335,02-767-2233,1,아니요,,2023-01-13 17:02:22,,[],,&#91;착한소비&#93;제로웨이스트상점,,zerowaste_0049,KOR,,2,#0000FF,1,2023-01-13 17:02:22,,11103395,,,,영등포구,4,3,,161,서울특별시 영등포구 여의대로 108,#환경,1,서울특별시 영등포구 여의도동 22,
125,126.909918180,37.559465169,오색오미,6494.600874,다사47885128,03969,0507-1309-6441,1,서울시제로마켓|,,2023-01-13 17:02:22,,"[126.90992, 37.559464]",,&#91;착한소비&#93;제로웨이스트상점,,zerowaste_2022029,KOR,,2,#0000FF,1,2023-03-10 15:33:08,,11103395,,,,마포구,4,5,,166,서울특별시 마포구 월드컵로26길 39,#환경,1,서울특별시 마포구 성산동 249-10,
126,127.126412633,37.510413072,올가홀푸드(방이점),16095.309128,다사66984574,05638,02-418-6255,1,서울시제로마켓|,,2023-01-13 17:02:20,,"[127.126412633, 37.510413072]",,&#91;착한소비&#93;제로웨이스트상점,,zerowaste_2022055,KOR,,2,#0000FF,1,2023-03-09 15:55:49,,11103395,,,,송파구,4,3,,169,서울특별시 송파구 양재대로71길 4,#환경,1,서울특별시 송파구 방이동 185-8,
127,127.039170000,37.575320000,용두문화복지센터 (북카페),6543.542256,다사59305298,02565,02-6929-2652,1,,,2023-01-13 17:02:21,,[],,&#91;착한소비&#93;제로웨이스트상점,,zerowaste_2023_066,KOR,,2,#0000FF,1,2023-01-13 17:02:21,,11103395,,,,동대문구,4,1,,171,서울특별시 동대문구 고산자로28길 13,,1,서울특별시 동대문구 용두동 29-3,
128,127.055839439,37.548653310,원점,8261.093984,다사60765001,04795,010-8783-4947,1,서울시제로마켓|,,2023-01-13 17:02:22,,"[127.055839439, 37.54865331]",,&#91;착한소비&#93;제로웨이스트상점,,zerowaste_0073,KOR,,2,#0000FF,1,2023-03-08 17:43:16,,11103395,,,/smgis/ucimgs/conts/11103395/11103395__20230308174316_1.jpg,성동구,4,4,,172,서울특별시 성동구 아차산로7길 42,#환경,1,서울특별시 성동구 성수동2가 289-205,
129,127.079488125,37.611968340,유카플라워&가든,11518.764121,다사62885703,02037,0507-1348-1774,1,서울시제로마켓,,2023-01-13 17:02:21,,[],,&#91;착한소비&#93;제로웨이스트상점,,zerowaste_2022012,KOR,,2,#0000FF,1,2023-01-13 17:02:21,,11103395,,,,중랑구,4,5,,175,서울특별시 중랑구 공릉로2길 28,#환경,1,서울특별시 중랑구 묵동 178-1,
130,126.928840000,37.602460000,은평구청,5975.229807,다사49585604,03384,02-351-6114,1,,,2023-01-13 17:02:21,,[],,&#91;착한소비&#93;제로웨이스트상점,,zerowaste_2023_062,KOR,,2,#0000FF,1,2023-01-13 17:02:21,,11103395,,,,은평구,4,1,,176,서울특별시 은평구 은평로 195,,1,서울특별시 은평구 녹번동 84,
